datetime,num_orders
3/1/2018 20:50,16
3/1/2018 21:00,18
3/1/2018 21:10,11
3/1/2018 21:20,11
3/1/2018 21:30,7
3/1/2018 21:40,7
3/1/2018 21:50,12
3/1/2018 22:00,21
3/1/2018 22:10,23
3/1/2018 22:20,17
3/1/2018 22:30,25
3/1/2018 22:40,19
3/1/2018 22:50,8
3/1/2018 23:00,1
3/1/2018 23:10,7
3/1/2018 23:20,4
3/1/2018 23:30,14
3/1/2018 23:40,19
3/1/2018 23:50,13
3/2/2018 0:00,11
3/2/2018 0:10,7
3/2/2018 0:20,9
3/2/2018 0:30,11
3/2/2018 0:40,19
3/2/2018 0:50,33
3/2/2018 1:00,28
3/2/2018 1:10,28
3/2/2018 1:20,15
3/2/2018 1:30,19
3/2/2018 1:40,20
3/2/2018 1:50,10
3/2/2018 2:00,6
3/2/2018 2:10,25
3/2/2018 2:20,17
3/2/2018 2:30,13
3/2/2018 2:40,6
3/2/2018 2:50,8
3/2/2018 3:00,18
3/2/2018 3:10,9
3/2/2018 3:20,5
3/2/2018 3:30,2
3/2/2018 3:40,9
3/2/2018 3:50,21
3/2/2018 4:00,4
3/2/2018 4:10,5
3/2/2018 4:20,4
3/2/2018 4:30,1
3/2/2018 4:40,1
3/2/2018 4:50,5
3/2/2018 5:00,4
3/2/2018 5:10,4
3/2/2018 5:20,1
3/2/2018 5:30,0
3/2/2018 5:40,1
3/2/2018 5:50,1
3/2/2018 6:00,0
3/2/2018 6:10,0
3/2/2018 6:20,1
3/2/2018 6:30,7
3/2/2018 6:40,1
3/2/2018 6:50,2
3/2/2018 7:00,1
3/2/2018 7:10,0
3/2/2018 7:20,2
3/2/2018 7:30,1
3/2/2018 7:40,2
3/2/2018 7:50,1
3/2/2018 8:00,1
3/2/2018 8:10,4
3/2/2018 8:20,5
3/2/2018 8:30,12
3/2/2018 8:40,9
3/2/2018 8:50,15
3/2/2018 9:00,6
3/2/2018 9:10,7
3/2/2018 9:20,9
3/2/2018 9:30,7
3/2/2018 9:40,11
3/2/2018 9:50,5
3/2/2018 10:00,6
3/2/2018 10:10,7
3/2/2018 10:20,10
3/2/2018 10:30,18
3/2/2018 10:40,8
3/2/2018 10:50,5
3/2/2018 11:00,10
3/2/2018 11:10,10
3/2/2018 11:20,20
3/2/2018 11:30,20
3/2/2018 11:40,24
3/2/2018 11:50,7
3/2/2018 12:00,3
3/2/2018 12:10,6
3/2/2018 12:20,10
3/2/2018 12:30,9
3/2/2018 12:40,7
3/2/2018 12:50,1
3/2/2018 13:00,12
3/2/2018 13:10,6
3/2/2018 13:20,10
3/2/2018 13:30,9
3/2/2018 13:40,5
3/2/2018 13:50,3
3/2/2018 14:00,8
3/2/2018 14:10,7
3/2/2018 14:20,12
3/2/2018 14:30,9
3/2/2018 14:40,5
3/2/2018 14:50,3
3/2/2018 15:00,4
3/2/2018 15:10,5
3/2/2018 15:20,5
3/2/2018 15:30,15
3/2/2018 15:40,12
3/2/2018 15:50,18
3/2/2018 16:00,18
3/2/2018 16:10,10
3/2/2018 16:20,6
3/2/2018 16:30,10
3/2/2018 16:40,13
3/2/2018 16:50,25
3/2/2018 17:00,22
3/2/2018 17:10,22
3/2/2018 17:20,10
3/2/2018 17:30,3
3/2/2018 17:40,12
3/2/2018 17:50,14
3/2/2018 18:00,21
3/2/2018 18:10,23
3/2/2018 18:20,15
3/2/2018 18:30,12
3/2/2018 18:40,9
3/2/2018 18:50,9
3/2/2018 19:00,6
3/2/2018 19:10,4
3/2/2018 19:20,13
3/2/2018 19:30,6
3/2/2018 19:40,9
3/2/2018 19:50,11
3/2/2018 20:00,8
3/2/2018 20:10,10
3/2/2018 20:20,18
3/2/2018 20:30,20
3/2/2018 20:40,14
3/2/2018 20:50,23
3/2/2018 21:00,18
3/2/2018 21:10,20
3/2/2018 21:20,23
3/2/2018 21:30,10
3/2/2018 21:40,14
3/2/2018 21:50,16
3/2/2018 22:00,19
3/2/2018 22:10,21
3/2/2018 22:20,19
3/2/2018 22:30,22
3/2/2018 22:40,26
3/2/2018 22:50,12
3/2/2018 23:00,10
3/2/2018 23:10,10
3/2/2018 23:20,13
3/2/2018 23:30,7
3/2/2018 23:40,13
3/2/2018 23:50,19
3/3/2018 0:00,14
3/3/2018 0:10,14
3/3/2018 0:20,30
3/3/2018 0:30,33
3/3/2018 0:40,38
3/3/2018 0:50,34
3/3/2018 1:00,22
3/3/2018 1:10,25
3/3/2018 1:20,20
3/3/2018 1:30,16
3/3/2018 1:40,20
3/3/2018 1:50,5
3/3/2018 2:00,5
3/3/2018 2:10,2
3/3/2018 2:20,4
3/3/2018 2:30,0
3/3/2018 2:40,4
3/3/2018 2:50,10
3/3/2018 3:00,9
3/3/2018 3:10,6
3/3/2018 3:20,17
3/3/2018 3:30,9
3/3/2018 3:40,12
3/3/2018 3:50,11
3/3/2018 4:00,6
3/3/2018 4:10,8
3/3/2018 4:20,5
3/3/2018 4:30,10
3/3/2018 4:40,4
3/3/2018 4:50,11
3/3/2018 5:00,4
3/3/2018 5:10,3
3/3/2018 5:20,2
3/3/2018 5:30,4
3/3/2018 5:40,1
3/3/2018 5:50,1
3/3/2018 6:00,0
3/3/2018 6:10,0
3/3/2018 6:20,1
3/3/2018 6:30,5
3/3/2018 6:40,3
3/3/2018 6:50,0
3/3/2018 7:00,2
3/3/2018 7:10,0
3/3/2018 7:20,1
3/3/2018 7:30,4
3/3/2018 7:40,5
3/3/2018 7:50,5
3/3/2018 8:00,3
3/3/2018 8:10,10
3/3/2018 8:20,11
3/3/2018 8:30,12
3/3/2018 8:40,14
3/3/2018 8:50,6
3/3/2018 9:00,5
3/3/2018 9:10,11
3/3/2018 9:20,18
3/3/2018 9:30,15
3/3/2018 9:40,7
3/3/2018 9:50,17
3/3/2018 10:00,7
3/3/2018 10:10,11
3/3/2018 10:20,6
3/3/2018 10:30,9
3/3/2018 10:40,7
3/3/2018 10:50,12
3/3/2018 11:00,9
3/3/2018 11:10,4
3/3/2018 11:20,9
3/3/2018 11:30,14
3/3/2018 11:40,11
3/3/2018 11:50,10
3/3/2018 12:00,8
3/3/2018 12:10,5
3/3/2018 12:20,5
3/3/2018 12:30,1
3/3/2018 12:40,1
3/3/2018 12:50,12
3/3/2018 13:00,10
3/3/2018 13:10,6
3/3/2018 13:20,2
3/3/2018 13:30,5
3/3/2018 13:40,2
3/3/2018 13:50,3
3/3/2018 14:00,6
3/3/2018 14:10,14
3/3/2018 14:20,12
3/3/2018 14:30,4
3/3/2018 14:40,2
3/3/2018 14:50,3
3/3/2018 15:00,8
3/3/2018 15:10,6
3/3/2018 15:20,13
3/3/2018 15:30,24
3/3/2018 15:40,14
3/3/2018 15:50,11
3/3/2018 16:00,14
3/3/2018 16:10,7
3/3/2018 16:20,7
3/3/2018 16:30,8
3/3/2018 16:40,4
3/3/2018 16:50,6
3/3/2018 17:00,9
3/3/2018 17:10,4
3/3/2018 17:20,11
3/3/2018 17:30,8
3/3/2018 17:40,10
3/3/2018 17:50,7
3/3/2018 18:00,13
3/3/2018 18:10,17
3/3/2018 18:20,15
3/3/2018 18:30,12
3/3/2018 18:40,7
3/3/2018 18:50,4
3/3/2018 19:00,4
3/3/2018 19:10,7
3/3/2018 19:20,4
3/3/2018 19:30,4
3/3/2018 19:40,4
3/3/2018 19:50,7
3/3/2018 20:00,8
3/3/2018 20:10,12
3/3/2018 20:20,19
3/3/2018 20:30,19
3/3/2018 20:40,12
3/3/2018 20:50,13
3/3/2018 21:00,10
3/3/2018 21:10,6
3/3/2018 21:20,10
3/3/2018 21:30,9
3/3/2018 21:40,6
3/3/2018 21:50,7
3/3/2018 22:00,7
3/3/2018 22:10,12
3/3/2018 22:20,14
3/3/2018 22:30,12
3/3/2018 22:40,10
3/3/2018 22:50,8
3/3/2018 23:00,7
3/3/2018 23:10,2
3/3/2018 23:20,6
3/3/2018 23:30,10
3/3/2018 23:40,12
3/3/2018 23:50,6
3/4/2018 0:00,12
3/4/2018 0:10,12
3/4/2018 0:20,10
3/4/2018 0:30,11
3/4/2018 0:40,14
3/4/2018 0:50,16
3/4/2018 1:00,11
3/4/2018 1:10,6
3/4/2018 1:20,5
3/4/2018 1:30,15
3/4/2018 1:40,17
3/4/2018 1:50,6
3/4/2018 2:00,1
3/4/2018 2:10,0
3/4/2018 2:20,2
3/4/2018 2:30,4
3/4/2018 2:40,6
3/4/2018 2:50,13
3/4/2018 3:00,10
3/4/2018 3:10,6
3/4/2018 3:20,8
3/4/2018 3:30,10
3/4/2018 3:40,7
3/4/2018 3:50,1
3/4/2018 4:00,7
3/4/2018 4:10,10
3/4/2018 4:20,5
3/4/2018 4:30,0
3/4/2018 4:40,1
3/4/2018 4:50,4
3/4/2018 5:00,9
3/4/2018 5:10,8
3/4/2018 5:20,4
3/4/2018 5:30,0
3/4/2018 5:40,1
3/4/2018 5:50,0
3/4/2018 6:00,0
3/4/2018 6:10,0
3/4/2018 6:20,0
3/4/2018 6:30,2
3/4/2018 6:40,6
3/4/2018 6:50,3
3/4/2018 7:00,0
3/4/2018 7:10,0
3/4/2018 7:20,1
3/4/2018 7:30,3
3/4/2018 7:40,4
3/4/2018 7:50,4
3/4/2018 8:00,2
3/4/2018 8:10,4
3/4/2018 8:20,6
3/4/2018 8:30,11
3/4/2018 8:40,8
3/4/2018 8:50,8
3/4/2018 9:00,2
3/4/2018 9:10,10
3/4/2018 9:20,7
3/4/2018 9:30,7
3/4/2018 9:40,6
3/4/2018 9:50,7
3/4/2018 10:00,5
3/4/2018 10:10,2
3/4/2018 10:20,1
3/4/2018 10:30,1
3/4/2018 10:40,4
3/4/2018 10:50,6
3/4/2018 11:00,8
3/4/2018 11:10,6
3/4/2018 11:20,8
3/4/2018 11:30,7
3/4/2018 11:40,5
3/4/2018 11:50,7
3/4/2018 12:00,3
3/4/2018 12:10,5
3/4/2018 12:20,5
3/4/2018 12:30,5
3/4/2018 12:40,6
3/4/2018 12:50,6
3/4/2018 13:00,2
3/4/2018 13:10,0
3/4/2018 13:20,1
3/4/2018 13:30,2
3/4/2018 13:40,5
3/4/2018 13:50,20
3/4/2018 14:00,6
3/4/2018 14:10,5
3/4/2018 14:20,14
3/4/2018 14:30,16
3/4/2018 14:40,11
3/4/2018 14:50,4
3/4/2018 15:00,5
3/4/2018 15:10,12
3/4/2018 15:20,6
3/4/2018 15:30,11
3/4/2018 15:40,14
3/4/2018 15:50,10
3/4/2018 16:00,13
3/4/2018 16:10,10
3/4/2018 16:20,8
3/4/2018 16:30,11
3/4/2018 16:40,8
3/4/2018 16:50,14
3/4/2018 17:00,9
3/4/2018 17:10,7
3/4/2018 17:20,8
3/4/2018 17:30,11
3/4/2018 17:40,8
3/4/2018 17:50,8
3/4/2018 18:00,8
3/4/2018 18:10,11
3/4/2018 18:20,18
3/4/2018 18:30,19
3/4/2018 18:40,10
3/4/2018 18:50,14
3/4/2018 19:00,10
3/4/2018 19:10,9
3/4/2018 19:20,8
3/4/2018 19:30,7
3/4/2018 19:40,11
3/4/2018 19:50,11
3/4/2018 20:00,6
3/4/2018 20:10,9
3/4/2018 20:20,13
3/4/2018 20:30,13
3/4/2018 20:40,19
3/4/2018 20:50,17
3/4/2018 21:00,9
3/4/2018 21:10,16
3/4/2018 21:20,12
3/4/2018 21:30,15
3/4/2018 21:40,12
3/4/2018 21:50,11
3/4/2018 22:00,7
3/4/2018 22:10,7
3/4/2018 22:20,20
3/4/2018 22:30,23
3/4/2018 22:40,14
3/4/2018 22:50,12
3/4/2018 23:00,6
3/4/2018 23:10,12
3/4/2018 23:20,10
3/4/2018 23:30,14
3/4/2018 23:40,14
3/4/2018 23:50,12
3/5/2018 0:00,17
3/5/2018 0:10,11
3/5/2018 0:20,15
3/5/2018 0:30,14
3/5/2018 0:40,12
3/5/2018 0:50,17
3/5/2018 1:00,42
3/5/2018 1:10,31
3/5/2018 1:20,27
3/5/2018 1:30,30
3/5/2018 1:40,28
3/5/2018 1:50,18
3/5/2018 2:00,5
3/5/2018 2:10,4
3/5/2018 2:20,14
3/5/2018 2:30,5
3/5/2018 2:40,2
3/5/2018 2:50,2
3/5/2018 3:00,0
3/5/2018 3:10,14
3/5/2018 3:20,13
3/5/2018 3:30,8
3/5/2018 3:40,8
3/5/2018 3:50,8
3/5/2018 4:00,6
3/5/2018 4:10,7
3/5/2018 4:20,14
3/5/2018 4:30,3
3/5/2018 4:40,1
3/5/2018 4:50,3
3/5/2018 5:00,4
3/5/2018 5:10,7
3/5/2018 5:20,3
3/5/2018 5:30,2
3/5/2018 5:40,0
3/5/2018 5:50,0
3/5/2018 6:00,0
3/5/2018 6:10,0
3/5/2018 6:20,0
3/5/2018 6:30,0
3/5/2018 6:40,2
3/5/2018 6:50,1
3/5/2018 7:00,4
3/5/2018 7:10,2
3/5/2018 7:20,0
3/5/2018 7:30,3
3/5/2018 7:40,1
3/5/2018 7:50,4
3/5/2018 8:00,4
3/5/2018 8:10,7
3/5/2018 8:20,8
3/5/2018 8:30,2
3/5/2018 8:40,7
3/5/2018 8:50,3
3/5/2018 9:00,12
3/5/2018 9:10,11
3/5/2018 9:20,8
3/5/2018 9:30,10
3/5/2018 9:40,13
3/5/2018 9:50,5
3/5/2018 10:00,5
3/5/2018 10:10,5
3/5/2018 10:20,5
3/5/2018 10:30,9
3/5/2018 10:40,18
3/5/2018 10:50,8
3/5/2018 11:00,6
3/5/2018 11:10,5
3/5/2018 11:20,14
3/5/2018 11:30,10
3/5/2018 11:40,11
3/5/2018 11:50,16
3/5/2018 12:00,15
3/5/2018 12:10,13
3/5/2018 12:20,6
3/5/2018 12:30,13
3/5/2018 12:40,17
3/5/2018 12:50,21
3/5/2018 13:00,9
3/5/2018 13:10,7
3/5/2018 13:20,3
3/5/2018 13:30,4
3/5/2018 13:40,8
3/5/2018 13:50,6
3/5/2018 14:00,9
3/5/2018 14:10,9
3/5/2018 14:20,10
3/5/2018 14:30,15
3/5/2018 14:40,9
3/5/2018 14:50,6
3/5/2018 15:00,6
3/5/2018 15:10,13
3/5/2018 15:20,4
3/5/2018 15:30,8
3/5/2018 15:40,8
3/5/2018 15:50,6
3/5/2018 16:00,7
3/5/2018 16:10,11
3/5/2018 16:20,9
3/5/2018 16:30,12
3/5/2018 16:40,9
3/5/2018 16:50,11
3/5/2018 17:00,10
3/5/2018 17:10,8
3/5/2018 17:20,5
3/5/2018 17:30,5
3/5/2018 17:40,3
3/5/2018 17:50,6
3/5/2018 18:00,7
3/5/2018 18:10,13
3/5/2018 18:20,11
3/5/2018 18:30,16
3/5/2018 18:40,22
3/5/2018 18:50,17
3/5/2018 19:00,11
3/5/2018 19:10,6
3/5/2018 19:20,9
3/5/2018 19:30,4
3/5/2018 19:40,1
3/5/2018 19:50,6
3/5/2018 20:00,5
3/5/2018 20:10,13
3/5/2018 20:20,2
3/5/2018 20:30,6
3/5/2018 20:40,6
3/5/2018 20:50,8
3/5/2018 21:00,5
3/5/2018 21:10,14
3/5/2018 21:20,10
3/5/2018 21:30,2
3/5/2018 21:40,5
3/5/2018 21:50,6
3/5/2018 22:00,9
3/5/2018 22:10,14
3/5/2018 22:20,12
3/5/2018 22:30,19
3/5/2018 22:40,6
3/5/2018 22:50,12
3/5/2018 23:00,5
3/5/2018 23:10,8
3/5/2018 23:20,10
3/5/2018 23:30,9
3/5/2018 23:40,9
3/5/2018 23:50,6
3/6/2018 0:00,2
3/6/2018 0:10,5
3/6/2018 0:20,7
3/6/2018 0:30,6
3/6/2018 0:40,11
3/6/2018 0:50,11
3/6/2018 1:00,20
3/6/2018 1:10,14
3/6/2018 1:20,13
3/6/2018 1:30,11
3/6/2018 1:40,10
3/6/2018 1:50,7
3/6/2018 2:00,7
3/6/2018 2:10,4
3/6/2018 2:20,4
3/6/2018 2:30,7
3/6/2018 2:40,7
3/6/2018 2:50,7
3/6/2018 3:00,11
3/6/2018 3:10,11
3/6/2018 3:20,13
3/6/2018 3:30,7
3/6/2018 3:40,3
3/6/2018 3:50,4
3/6/2018 4:00,7
3/6/2018 4:10,5
3/6/2018 4:20,8
3/6/2018 4:30,2
3/6/2018 4:40,1
3/6/2018 4:50,7
3/6/2018 5:00,9
3/6/2018 5:10,1
3/6/2018 5:20,10
3/6/2018 5:30,11
3/6/2018 5:40,4
3/6/2018 5:50,1
3/6/2018 6:00,0
3/6/2018 6:10,0
3/6/2018 6:20,0
3/6/2018 6:30,4
3/6/2018 6:40,2
3/6/2018 6:50,1
3/6/2018 7:00,0
3/6/2018 7:10,1
3/6/2018 7:20,2
3/6/2018 7:30,3
3/6/2018 7:40,2
3/6/2018 7:50,2
3/6/2018 8:00,4
3/6/2018 8:10,4
3/6/2018 8:20,5
3/6/2018 8:30,3
3/6/2018 8:40,4
3/6/2018 8:50,5
3/6/2018 9:00,6
3/6/2018 9:10,10
3/6/2018 9:20,15
3/6/2018 9:30,14
3/6/2018 9:40,5
3/6/2018 9:50,2
3/6/2018 10:00,5
3/6/2018 10:10,5
3/6/2018 10:20,7
3/6/2018 10:30,14
3/6/2018 10:40,7
3/6/2018 10:50,13
3/6/2018 11:00,6
3/6/2018 11:10,7
3/6/2018 11:20,9
3/6/2018 11:30,15
3/6/2018 11:40,8
3/6/2018 11:50,3
3/6/2018 12:00,7
3/6/2018 12:10,9
3/6/2018 12:20,6
3/6/2018 12:30,4
3/6/2018 12:40,7
3/6/2018 12:50,8
3/6/2018 13:00,9
3/6/2018 13:10,7
3/6/2018 13:20,9
3/6/2018 13:30,12
3/6/2018 13:40,3
3/6/2018 13:50,2
3/6/2018 14:00,4
3/6/2018 14:10,9
3/6/2018 14:20,17
3/6/2018 14:30,5
3/6/2018 14:40,2
3/6/2018 14:50,3
3/6/2018 15:00,7
3/6/2018 15:10,13
3/6/2018 15:20,16
3/6/2018 15:30,11
3/6/2018 15:40,12
3/6/2018 15:50,4
3/6/2018 16:00,5
3/6/2018 16:10,7
3/6/2018 16:20,6
3/6/2018 16:30,5
3/6/2018 16:40,8
3/6/2018 16:50,11
3/6/2018 17:00,8
3/6/2018 17:10,9
3/6/2018 17:20,10
3/6/2018 17:30,10
3/6/2018 17:40,8
3/6/2018 17:50,7
3/6/2018 18:00,8
3/6/2018 18:10,14
3/6/2018 18:20,12
3/6/2018 18:30,7
3/6/2018 18:40,6
3/6/2018 18:50,4
3/6/2018 19:00,8
3/6/2018 19:10,16
3/6/2018 19:20,6
3/6/2018 19:30,5
3/6/2018 19:40,6
3/6/2018 19:50,7
3/6/2018 20:00,5
3/6/2018 20:10,15
3/6/2018 20:20,14
3/6/2018 20:30,22
3/6/2018 20:40,19
3/6/2018 20:50,8
3/6/2018 21:00,9
3/6/2018 21:10,10
3/6/2018 21:20,11
3/6/2018 21:30,12
3/6/2018 21:40,9
3/6/2018 21:50,7
3/6/2018 22:00,8
3/6/2018 22:10,19
3/6/2018 22:20,22
3/6/2018 22:30,14
3/6/2018 22:40,11
3/6/2018 22:50,7
3/6/2018 23:00,6
3/6/2018 23:10,2
3/6/2018 23:20,2
3/6/2018 23:30,5
3/6/2018 23:40,18
3/6/2018 23:50,14
3/7/2018 0:00,16
3/7/2018 0:10,20
3/7/2018 0:20,17
3/7/2018 0:30,12
3/7/2018 0:40,16
3/7/2018 0:50,19
3/7/2018 1:00,21
3/7/2018 1:10,21
3/7/2018 1:20,24
3/7/2018 1:30,15
3/7/2018 1:40,24
3/7/2018 1:50,16
3/7/2018 2:00,4
3/7/2018 2:10,1
3/7/2018 2:20,2
3/7/2018 2:30,2
3/7/2018 2:40,7
3/7/2018 2:50,8
3/7/2018 3:00,9
3/7/2018 3:10,9
3/7/2018 3:20,11
3/7/2018 3:30,9
3/7/2018 3:40,10
3/7/2018 3:50,18
3/7/2018 4:00,22
3/7/2018 4:10,23
3/7/2018 4:20,8
3/7/2018 4:30,4
3/7/2018 4:40,9
3/7/2018 4:50,7
3/7/2018 5:00,3
3/7/2018 5:10,1
3/7/2018 5:20,1
3/7/2018 5:30,1
3/7/2018 5:40,3
3/7/2018 5:50,1
3/7/2018 6:00,4
3/7/2018 6:10,3
3/7/2018 6:20,2
3/7/2018 6:30,0
3/7/2018 6:40,6
3/7/2018 6:50,4
3/7/2018 7:00,2
3/7/2018 7:10,3
3/7/2018 7:20,4
3/7/2018 7:30,0
3/7/2018 7:40,5
3/7/2018 7:50,3
3/7/2018 8:00,7
3/7/2018 8:10,6
3/7/2018 8:20,8
3/7/2018 8:30,5
3/7/2018 8:40,7
3/7/2018 8:50,5
3/7/2018 9:00,6
3/7/2018 9:10,12
3/7/2018 9:20,16
3/7/2018 9:30,5
3/7/2018 9:40,6
3/7/2018 9:50,5
3/7/2018 10:00,5
3/7/2018 10:10,2
3/7/2018 10:20,2
3/7/2018 10:30,5
3/7/2018 10:40,7
3/7/2018 10:50,13
3/7/2018 11:00,9
3/7/2018 11:10,15
3/7/2018 11:20,9
3/7/2018 11:30,15
3/7/2018 11:40,3
3/7/2018 11:50,7
3/7/2018 12:00,10
3/7/2018 12:10,8
3/7/2018 12:20,5
3/7/2018 12:30,3
3/7/2018 12:40,2
3/7/2018 12:50,6
3/7/2018 13:00,9
3/7/2018 13:10,11
3/7/2018 13:20,12
3/7/2018 13:30,5
3/7/2018 13:40,8
3/7/2018 13:50,10
3/7/2018 14:00,8
3/7/2018 14:10,6
3/7/2018 14:20,5
3/7/2018 14:30,8
3/7/2018 14:40,9
3/7/2018 14:50,7
3/7/2018 15:00,1
3/7/2018 15:10,6
3/7/2018 15:20,11
3/7/2018 15:30,13
3/7/2018 15:40,12
3/7/2018 15:50,8
3/7/2018 16:00,5
3/7/2018 16:10,7
3/7/2018 16:20,4
3/7/2018 16:30,12
3/7/2018 16:40,9
3/7/2018 16:50,9
3/7/2018 17:00,13
3/7/2018 17:10,9
3/7/2018 17:20,11
3/7/2018 17:30,9
3/7/2018 17:40,4
3/7/2018 17:50,2
3/7/2018 18:00,12
3/7/2018 18:10,25
3/7/2018 18:20,19
3/7/2018 18:30,15
3/7/2018 18:40,18
3/7/2018 18:50,10
3/7/2018 19:00,11
3/7/2018 19:10,11
3/7/2018 19:20,9
3/7/2018 19:30,7
3/7/2018 19:40,6
3/7/2018 19:50,6
3/7/2018 20:00,15
3/7/2018 20:10,17
3/7/2018 20:20,13
3/7/2018 20:30,7
3/7/2018 20:40,10
3/7/2018 20:50,14
3/7/2018 21:00,14
3/7/2018 21:10,11
3/7/2018 21:20,19
3/7/2018 21:30,20
3/7/2018 21:40,26
3/7/2018 21:50,18
3/7/2018 22:00,19
3/7/2018 22:10,36
3/7/2018 22:20,20
3/7/2018 22:30,23
3/7/2018 22:40,16
3/7/2018 22:50,13
3/7/2018 23:00,5
3/7/2018 23:10,13
3/7/2018 23:20,16
3/7/2018 23:30,25
3/7/2018 23:40,21
3/7/2018 23:50,14
3/8/2018 0:00,15
3/8/2018 0:10,17
3/8/2018 0:20,27
3/8/2018 0:30,29
3/8/2018 0:40,27
3/8/2018 0:50,28
3/8/2018 1:00,17
3/8/2018 1:10,19
3/8/2018 1:20,14
3/8/2018 1:30,6
3/8/2018 1:40,9
3/8/2018 1:50,13
3/8/2018 2:00,13
3/8/2018 2:10,13
3/8/2018 2:20,12
3/8/2018 2:30,2
3/8/2018 2:40,10
3/8/2018 2:50,15
3/8/2018 3:00,12
3/8/2018 3:10,17
3/8/2018 3:20,15
3/8/2018 3:30,8
3/8/2018 3:40,5
3/8/2018 3:50,11
3/8/2018 4:00,9
3/8/2018 4:10,7
3/8/2018 4:20,10
3/8/2018 4:30,15
3/8/2018 4:40,12
3/8/2018 4:50,7
3/8/2018 5:00,2
3/8/2018 5:10,2
3/8/2018 5:20,1
3/8/2018 5:30,0
3/8/2018 5:40,0
3/8/2018 5:50,1
3/8/2018 6:00,0
3/8/2018 6:10,0
3/8/2018 6:20,0
3/8/2018 6:30,0
3/8/2018 6:40,1
3/8/2018 6:50,5
3/8/2018 7:00,4
3/8/2018 7:10,3
3/8/2018 7:20,1
3/8/2018 7:30,4
3/8/2018 7:40,1
3/8/2018 7:50,6
3/8/2018 8:00,4
3/8/2018 8:10,3
3/8/2018 8:20,16
3/8/2018 8:30,24
3/8/2018 8:40,17
3/8/2018 8:50,13
3/8/2018 9:00,17
3/8/2018 9:10,20
3/8/2018 9:20,21
3/8/2018 9:30,8
3/8/2018 9:40,9
3/8/2018 9:50,22
3/8/2018 10:00,8
3/8/2018 10:10,8
3/8/2018 10:20,10
3/8/2018 10:30,10
3/8/2018 10:40,13
3/8/2018 10:50,19
3/8/2018 11:00,13
